"index","importance","stddev","p_value","n","p99_high","p99_low"
"openap_vmo","132.15933654459695","0","0","1","0","0"
"openap_flaps.area","128.11504166432815","0","0","1","0","0"
"openap_pax.low","117.61128597445713","0","0","1","0","0"
"openap_pax.max","111.89970278163855","0","0","1","0","0"
"v2_speed_kt","100.40971349467463","0","0","1","0","0"
"openap_cruise.mach","97.93544347798388","0","0","1","0","0"
"openap_pax.high","95.98163054251927","0","0","1","0","0"
"is_long_distance_flight","95.11214036369165","0","0","1","0","0"
"track_distance_m","78.12973740291363","0","0","1","0","0"
"arrival_time","75.50871280527144","0","0","1","0","0"
"openap_fuselage.length","69.344775482964","0","0","1","0","0"
"openap_oew","66.61071817330958","0","0","1","0","0"
"ades","60.36971362422082","0","0","1","0","0"
"ades_city","59.96126600255275","0","0","1","0","0"
"takeoff_time","58.21305714702248","0","0","1","0","0"
"adep","55.6653179552427","0","0","1","0","0"
"openap_ff_app","52.24853982215245","0","0","1","0","0"
"openap_ei_co_idl","48.26064469422272","0","0","1","0","0"
"valid","47.598233329372306","0","0","1","0","0"
"ades_region","47.27132894748638","0","0","1","0","0"
"adep_city","47.046505928228726","0","0","1","0","0"
"airline","46.71090017886172","0","0","1","0","0"
"actual_offblock_time","36.59805876045721","0","0","1","0","0"
"date","35.59083684045618","0","0","1","0","0"
"onblock_time","33.84472930299944","0","0","1","0","0"
"ZFW","32.5455759054621","0","0","1","0","0"
"mean_cruise_speed","32.275624479784256","0","0","1","0","0"
"median_cruise_speed","31.460185082761654","0","0","1","0","0"
"week","29.67841645598901","0","0","1","0","0"
"openap_fuel_c3","27.97461975215083","0","0","1","0","0"
"openap_wing.sweep","27.77716658561394","0","0","1","0","0"
"openap_ff_idl","27.457618899245517","0","0","1","0","0"
"openap_drag.e","26.725027416327066","0","0","1","0","0"
"initclimb_median_alt","26.632713238370798","0","0","1","0","0"
"adep_tz","23.995469709937424","0","0","1","0","0"
"openap_flaps.lambda_f","23.58437005766291","0","0","1","0","0"
"initclimb_min_gs","23.105796508410094","0","0","1","0","0"
"ades_tz","20.40629179110283","0","0","1","0","0"
"openap_max_thrust","19.924793575050444","0","0","1","0","0"
"country_code_adep","19.40856267041363","0","0","1","0","0"
"day_of_week","19.25236022840545","0","0","1","0","0"
"openap_ff_to","19.073399318308475","0","0","1","0","0"
"lowest_cruise_speed","18.794212761928065","0","0","1","0","0"
"is_week_day","18.766268496212433","0","0","1","0","0"
"runway_adep_le_displaced_threshold_ft","18.40593075591414","0","0","1","0","0"
"openap_cruise.height","16.209623320107312","0","0","1","0","0"
"Seats Premium_Economy_Class","16.072382237482543","0","0","1","0","0"
"openap_fuel.fuel_coef","15.363804031659129","0","0","1","0","0"
"min_headwind","14.742516328636157","0","0","1","0","0"
"Seats Business_Class","14.046980260177406","0","0","1","0","0"
"openap_drag.k","12.96419981742065","0","0","1","0","0"
"openap_fuel_lto","12.379041285654694","0","0","1","0","0"
"country_code_ades","12.136298346543299","0","0","1","0","0"
"month","11.90186451868567","0","0","1","0","0"
"adep_region","11.844596632577577","0","0","1","0","0"
"is_flight_from_US","11.68506676082825","0","0","1","0","0"
"openap_fuel_a","11.3326349144495","0","0","1","0","0"
"day","11.132674749482248","0","0","1","0","0"
"Service Ceiling(ft)","11.089975982104534","0","0","1","0","0"
"highest_cruise_speed","10.765927984240989","0","0","1","0","0"
"openap_ei_co_co","10.591607399146596","0","0","1","0","0"
"openap_fuel_c2","8.82969651338135","0","0","1","0","0"
"openap_fuselage.height","8.27716001034014","0","0","1","0","0"
"initclimb_mean_alt","7.979887515918563","0","0","1","0","0"
"Seats First_Class","7.826189618121134","0","0","1","0","0"
"openap_flaps.Sf/S","7.804138992397839","0","0","1","0","0"
"ades_skyc1","7.0482221807665155","0","0","1","0","0"
"openap_drag.cd0","6.8446437643415265","0","0","1","0","0"
"Fuel Capacity","6.6695721208311625","0","0","1","0","0"
"ades_wxcodes","6.309457194543029","0","0","1","0","0"
"openap_flaps.type","6.140796768950622","0","0","1","0","0"
"fuel_price_ades","6.109909562161192","0","0","1","0","0"
"ades_sknt","6.034095958965736","0","0","1","0","0"
"stats_PAS_PAS_CRD_TOTAL_y","6.0313528342512654","0","0","1","0","0"
"openap_ei_hc_idl","5.942920105429948","0","0","1","0","0"
"max_headwind","5.723249772514919","0","0","1","0","0"
"cruise_speed_std","5.692702510597883","0","0","1","0","0"
"std_headwind","5.236542193655168","0","0","1","0","0"
"ades_alti","4.679534169934868","0","0","1","0","0"
"stats_MOVE_CACM_TOTAL_x","4.595861082204465","0","0","1","0","0"
"ades_lon_y","4.270191763303046","0","0","1","0","0"
"initclimb_median_climb","4.232972674722987","0","0","1","0","0"
"stats_PAS_PAS_CRD_TOTAL_x","4.130266070236303","0","0","1","0","0"
"Seats Economy_Class","4.09391627925379","0","0","1","0","0"
"openap_ei_hc_to","4.084266757336081","0","0","1","0","0"
"stats_PAS_PAS_TRS_TOTAL_y","3.9865755809305483","0","0","1","0","0"
"openap_flaps.bf/b","3.8744806485447043","0","0","1","0","0"
"ades_tmpf","3.798538605331032","0","0","1","0","0"
"Seats Total","3.7696231258028092","0","0","1","0","0"
"stats_PAS_PAS_TRF_TOTAL_x","3.7182464473958134","0","0","1","0","0"
"has_takeoff_trajectory","3.5515374578776573","0","0","1","0","0"
"stats_MOVE_ACM_TOTAL_x","3.459157157885329","0","0","1","0","0"
"stats_PAS_PAS_TRS_TOTAL_x","3.3509615528719223","0","0","1","0","0"
"Fuel Flow","3.2127558021293225","0","0","1","0","0"
"has_landing_trajectory","3.205590320128522","0","0","1","0","0"
"ades_relh","3.177952027662286","0","0","1","0","0"
"runway_adep_he_displaced_threshold_ft","3.1699012382150613","0","0","1","0","0"
"ades_drct","3.1384308422093454","0","0","1","0","0"
"Cargo Capacity","3.108553783696607","0","0","1","0","0"
"ades_lat_x","3.092035624705204","0","0","1","0","0"
"stats_MOVE_CACM_TOTAL_y","2.994435924814752","0","0","1","0","0"
"openap_fuel.engine","2.9178987024652088","0","0","1","0","0"
"Quantity_Kerosene-type Jet Fuel - Production_y","2.759576800458035","0","0","1","0","0"
"stats_MOVE_ACM_TOTAL_y","2.748513829292733","0","0","1","0","0"
"stats_MOVE_CACM_LIC_EU_y","2.369145936750101","0","0","1","0","0"
"ades_feel","2.3393216058657345","0","0","1","0","0"
"taxiout_time","2.3131903901353326","0","0","1","0","0"
"initclimb_max_gs","2.232881063775949","0","0","1","0","0"
"Range(nm)","2.2221485301188295","0","0","1","0","0"
"adep_continent","2.1798995867056874","0","0","1","0","0"
"stats_T_FRM_LD_NLD_TOTAL_x","2.0340148251898427","0","0","1","0","0"
"adep_elevation","1.898951885540555","0","0","1","0","0"
"runway_adep_he_elevation_ft","1.883320992728386","0","0","1","0","0"
"quarter","1.8433770432766323","0","0","1","0","0"
"openap_ff_co","1.8375167339736436","0","0","1","0","0"
"ades_skyl1","1.7675781854309207","0","0","1","0","0"
"openap_manufacturer","1.746173851527601","0","0","1","0","0"
"ades_skyc2","1.6763078410808703","0","0","1","0","0"
"initclimb_mean_gs","1.6457048112092707","0","0","1","0","0"
"initclimb_median_gs","1.633826343432247","0","0","1","0","0"
"ades_dwpf","1.5898236175921738","0","0","1","0","0"
"initclimb_mean_climb","1.5857047854046868","0","0","1","0","0"
"stats_PAS_PAS_TRF_LIC_EU_x","1.5582791411393373","0","0","1","0","0"
"ades_skyl2","1.5433276502499211","0","0","1","0","0"
"stats_T_FRM_LD_NLD_TOTAL_y","1.5234448942419476","0","0","1","0","0"
"ades_lat_y","1.5064522069019404","0","0","1","0","0"
"openap_drag.gears","1.3924357206055902","0","0","1","0","0"
"stats_PAS_PAS_TRF_TOTAL_y","1.3445670466503543","0","0","1","0","0"
"openap_type","1.2903563010281687","0","0","1","0","0"
"Quantity_Kerosene-type Jet Fuel - Imports_y","1.2868928929847243","0","0","1","0","0"
"openap_pr","1.2857067868926606","0","0","1","0","0"
"runway_ades_le_displaced_threshold_ft","1.2827647881622397","0","0","1","0","0"
"Quantity_Kerosene-type Jet Fuel - Production_x","1.2782294127964633","0","0","1","0","0"
"openap_engine.number","1.2490264173857213","0","0","1","0","0"
"is_flight_to_US","1.2255411461915173","0","0","1","0","0"
"openap_ei_nox_app","1.2150306993412414","0","0","1","0","0"
"ades_p01i","1.1790995385977112","0","0","1","0","0"
"Quantity_Kerosene-type Jet Fuel - Stock changes_x","1.1780756707830733","0","0","1","0","0"
"ades_elevation_y","1.1076551672449568","0","0","1","0","0"
"runway_ades_he_displaced_threshold_ft","1.099580986521687","0","0","1","0","0"
"openap_ei_hc_app","1.092182052507269","0","0","1","0","0"
"Quantity_Kerosene-type Jet Fuel - Transfers and recycled products_x","1.0652380706756048","0","0","1","0","0"
"Quantity_Kerosene-type Jet Fuel - Imports_x","1.0473184062916516","0","0","1","0","0"
"ades_continent","1.041547809795702","0","0","1","0","0"
"adep_lon","0.9930974743006118","0","0","1","0","0"
"openap_ei_nox_idl","0.9762237866584655","0","0","1","0","0"
"Quantity_Kerosene-type Jet Fuel - Total energy supply_x","0.9709768125749179","0","0","1","0","0"
"Quantity_Kerosene-type Jet Fuel - Consumption by other_x","0.916284850062766","0","0","1","0","0"
"Quantity_Kerosene-type Jet Fuel - Stock changes_y","0.8608229374522125","0","0","1","0","0"
"openap_ei_nox_co","0.8336514474899559","0","0","1","0","0"
"adep_lat","0.8205039725007737","0","0","1","0","0"
"stats_MOVE_ACM_LIC_NEU_x","0.7703801137181472","0","0","1","0","0"
"Quantity_Kerosene-type Jet Fuel - Exports_x","0.72440721559542","0","0","1","0","0"
"initclimb_max_alt","0.6472064225195027","0","0","1","0","0"
"Quantity_Kerosene-type Jet Fuel - Exports_y","0.6341440936466824","0","0","1","0","0"
"ades_lon_x","0.6233071834699331","0","0","1","0","0"
"Quantity_Kerosene-type Jet Fuel - Consumption by domestic aviation_y","0.6011418021639656","0","0","1","0","0"
"Quantity_Kerosene-type Jet Fuel - Consumption by domestic aviation_x","0.5863267257809639","0","0","1","0","0"
"Quantity_Kerosene-type Jet Fuel - Transfers and recycled products_y","0.5860242912158355","0","0","1","0","0"
"openap_cruise_sfc","0.5792592749235155","0","0","1","0","0"
"openap_flaps.cf/c","0.5733695240587622","0","0","1","0","0"
"stats_T_FRM_LD_NLD_LIC_NEU_y","0.5454429965839154","0","0","1","0","0"
"openap_cruise_thrust","0.5270377103861392","0","0","1","0","0"
"Quantity_Kerosene-type Jet Fuel - Final consumption_y","0.5005354856889426","0","0","1","0","0"
"runway_ades_he_elevation_ft","0.49468840544113846","0","0","1","0","0"
"stats_PAS_PAS_CRD_UNK_x","0.43660484827660184","0","0","1","0","0"
"stats_MOVE_CACM_LIC_NEU_x","0.43074493319863905","0","0","1","0","0"
"openap_ei_nox_to","0.4299211658126296","0","0","1","0","0"
"ades_elevation_x","0.42317996610927366","0","0","1","0","0"
"Quantity_Kerosene-type Jet Fuel - International aviation bunkers_y","0.41471863553169896","0","0","1","0","0"
"stats_PAS_PAS_TRS_LIC_NEU_x","0.41383158750431903","0","0","1","0","0"
"stats_PAS_PAS_TRF_LIC_NEU_x","0.39269510965004883","0","0","1","0","0"
"fuel_price_adep","0.36644811207497696","0","0","1","0","0"
"stats_PAS_PAS_TRS_LIC_EU_x","0.34840689233215016","0","0","1","0","0"
"adep_type","0.3175323867544648","0","0","1","0","0"
"stats_MOVE_CACM_UNK_x","0.3150494635638097","0","0","1","0","0"
"openap_fuel_ch","0.3078237674021693","0","0","1","0","0"
"runway_adep_length_ft","0.2964888903438805","0","0","1","0","0"
"stats_PAS_PAS_TRS_LIC_EU_y","0.29450059645478177","0","0","1","0","0"
"stats_MOVE_ACM_LIC_EU_y","0.2936751460724736","0","0","1","0","0"
"runway_adep_le_elevation_ft","0.2871215996660794","0","0","1","0","0"
"Quantity_Kerosene-type Jet Fuel - Total energy supply_y","0.2817350374252783","0","0","1","0","0"
"ades_vsby","0.2641469596196657","0","0","1","0","0"
"stats_PAS_PAS_TRS_UNK_y","0.26127064937145406","0","0","1","0","0"
"stats_MOVE_CACM_UNK_y","0.25480593557631437","0","0","1","0","0"
"stats_PAS_PAS_CRD_LIC_EU_y","0.2413751346302888","0","0","1","0","0"
"stats_MOVE_ACM_UNK_x","0.23203309506743608","0","0","1","0","0"
"Quantity_Kerosene-type Jet Fuel - Consumption by other_y","0.20749734437868028","0","0","1","0","0"
"openap_bpr","0.20587267359996986","0","0","1","0","0"
"stats_MOVE_ACM_LIC_NEU_y","0.17835034322797583","0","0","1","0","0"
"ades_skyc3","0.1563087769327467","0","0","1","0","0"
"Cruising Speed(mach)","0.14475771255638392","0","0","1","0","0"
"stats_MOVE_ACM_UNK_y","0.14475334394910533","0","0","1","0","0"
"stats_T_FRM_LD_NLD_LIC_NEU_x","0.13795287976745385","0","0","1","0","0"
"stats_MOVE_CACM_LIC_EU_x","0.13570828595584317","0","0","1","0","0"
"stats_PAS_PAS_CRD_LIC_EU_x","0.13455891560806776","0","0","1","0","0"
"stats_PAS_PAS_CRD_UNK_y","0.1317715250902438","0","0","1","0","0"
"stats_PAS_PAS_CRD_LIC_NEU_x","0.11270225528278388","0","0","1","0","0"
"stats_PAS_PAS_CRD_LIC_NEU_y","0.10528627612393393","0","0","1","0","0"
"stats_MOVE_CACM_LIC_NEU_y","0.0916689999476148","0","0","1","0","0"
"runway_ades_length_ft","0.07871185033218353","0","0","1","0","0"
"stats_T_FRM_LD_NLD_LIC_EU_x","0.07573756931924436","0","0","1","0","0"
"Quantity_Kerosene-type Jet Fuel - International aviation bunkers_x","0.07408331293436277","0","0","1","0","0"
"stats_T_FRM_LD_NLD_LIC_EU_y","0.07244042736101619","0","0","1","0","0"
"stats_T_FRM_LD_NLD_UNK_x","0.0654588610468636","0","0","1","0","0"
"stats_T_FRM_LD_NLD_UNK_y","0.06464371476204178","0","0","1","0","0"
"stats_MOVE_ACM_LIC_EU_x","0.060274209142789914","0","0","1","0","0"
"ades_skyl4","0.044480701416432566","0","0","1","0","0"
"openap_engine.mount","0.04163692459633239","0","0","1","0","0"
"ades_skyc4","0.03200314273681215","0","0","1","0","0"
"taxi_out_time_s","0.007739590535948082","0","0","1","0","0"
"stats_PAS_PAS_TRF_UNK_y","0.005745004303207679","0","0","1","0","0"
"stats_PAS_PAS_TRF_LIC_EU_y","0.005170977606212546","0","0","1","0","0"
"takeoff_mean_acceleration","0.003559831696748006","0","0","1","0","0"
"openap_ceiling","0.0012762294213644054","0","0","1","0","0"
"openap_engine.type","0.0007382062244687404","0","0","1","0","0"
"adep_local_offblock_time","0","0","0","1","0","0"
"ades_local_arrival_time","0","0","0","1","0","0"
"Quantity_Kerosene-type Jet Fuel - Consumption by manufacturing, construction and non-fuel mining industry_x","0","0","0","1","0","0"
"openap_cruise_alt","-0.002292929588293191","0","0","1","0","0"
"has_cruise_trajectory","-0.006417393448828079","0","0","1","0","0"
"stats_PAS_PAS_TRF_LIC_NEU_y","-0.024117486061641102","0","0","1","0","0"
"stats_PAS_PAS_TRF_UNK_x","-0.03350829432383762","0","0","1","0","0"
"stats_PAS_PAS_TRS_UNK_x","-0.03557655528311443","0","0","1","0","0"
"ades_type","-0.03591314745335694","0","0","1","0","0"
"stats_PAS_PAS_TRS_LIC_NEU_y","-0.03724159734429122","0","0","1","0","0"
"ades_gust","-0.14306418989372105","0","0","1","0","0"
"openap_ei_co_app","-0.21509111555724303","0","0","1","0","0"
"runway_ades_le_elevation_ft","-0.2458292593482838","0","0","1","0","0"
"ades_skyl3","-0.3458139584440687","0","0","1","0","0"
"Cost Index","-0.44843615291256356","0","0","1","0","0"
"openap_fuel_c1","-0.5493946910132763","0","0","1","0","0"
"Quantity_Kerosene-type Jet Fuel - Final consumption_x","-0.6057192813805159","0","0","1","0","0"
"openap_ei_hc_co","-0.7942618587635479","0","0","1","0","0"
"openap_cruise_mach","-0.7979216539956724","0","0","1","0","0"
"openap_ei_co_to","-1.1494532237202293","0","0","1","0","0"
"openap_fuel_b","-3.6888627922789965","0","0","1","0","0"
"wtc","35051.96003584436","0","0","1","0","0"
"airline_aircraft","8390.213535468649","0","0","1","0","0"
"openap_mmo","1751.8686902869763","0","0","1","0","0"
"route","1620.7690816302652","0","0","1","0","0"
"cruise_altitude","1316.2675862039482","0","0","1","0","0"
"aircraft_type","824.3602774836077","0","0","1","0","0"
"MLW","819.8307198963794","0","0","1","0","0"
"flight_duration","486.19024069613397","0","0","1","0","0"
"openap_engine.default","450.00502589992993","0","0","1","0","0"
"openap_wing.t/c","436.6939296980836","0","0","1","0","0"
"flown_distance","403.15939205024597","0","0","1","0","0"
"callsign","375.6018552170376","0","0","1","0","0"
"route_distance_mi","372.9504796067881","0","0","1","0","0"
"openap_mtow","313.659792307893","0","0","1","0","0"
"route_distance_km","271.0557045130108","0","0","1","0","0"
"ramp_to_ramp_hours","252.58268665984542","0","0","1","0","0"
"openap_pax.low","251.1187438870429","0","0","1","0","0"
"openap_mlw","216.9794106586205","0","0","1","0","0"
"air_time_hours","214.29253474603138","0","0","1","0","0"
"openap_wing.mac","193.1627680073898","0","0","1","0","0"
"Seats Economy_Comfort_Class","191.68874657383412","0","0","1","0","0"
"openap_fuselage.width","172.12435700046308","0","0","1","0","0"
"initclimb_max_climb","168.50086839156575","0","0","1","0","0"
"MTOW","152.21947309154666","0","0","1","0","0"
"openap_mfc","138.44448984103383","0","0","1","0","0"
"openap_wing.span","133.96482357326795","0","0","1","0","0"
"average_headwind","126.65049707513663","0","0","1","0","0"
"openap_pax.high","113.58624610435118","0","0","1","0","0"
"openap_flaps.area","104.07251483750179","0","0","1","0","0"
"v2_speed_kt","98.4000876069299","0","0","1","0","0"
"openap_wing.area","97.63906304607235","0","0","1","0","0"
"is_long_distance_flight","97.60702650186067","0","0","1","0","0"
"Service Ceiling(ft)","96.15591790351482","0","0","1","0","0"
"openap_vmo","91.25939392020291","0","0","1","0","0"
"openap_ff_idl","76.43580412895244","0","0","1","0","0"
"openap_pax.max","71.13882489976413","0","0","1","0","0"
"arrival_time","70.32816141466628","0","0","1","0","0"
"ZFW","67.54568909929685","0","0","1","0","0"
"openap_ei_co_idl","66.64660959048251","0","0","1","0","0"
"track_distance_m","65.98881270183756","0","0","1","0","0"
"ades","62.935793252543135","0","0","1","0","0"
"openap_drag.e","61.86290872822201","0","0","1","0","0"
"openap_fuselage.length","60.28560064459225","0","0","1","0","0"
"openap_oew","58.8934462469756","0","0","1","0","0"
"openap_cruise.mach","55.65438215709446","0","0","1","0","0"
"openap_wing.sweep","55.23776527092832","0","0","1","0","0"
"adep","54.71578761313367","0","0","1","0","0"
"ades_city","53.75632838851379","0","0","1","0","0"
"takeoff_time","53.25671774119019","0","0","1","0","0"
"valid","47.84416609196887","0","0","1","0","0"
"ades_region","46.05520766431982","0","0","1","0","0"
"adep_city","45.72782885536799","0","0","1","0","0"
"airline","44.366637269110015","0","0","1","0","0"
"mean_cruise_speed","38.02086438305787","0","0","1","0","0"
"onblock_time","34.81150786695025","0","0","1","0","0"
"actual_offblock_time","32.77788476771093","0","0","1","0","0"
"date","32.61160981768671","0","0","1","0","0"
"week","32.07288547183907","0","0","1","0","0"
"openap_flaps.lambda_f","29.968779128656934","0","0","1","0","0"
"median_cruise_speed","29.573407132648754","0","0","1","0","0"
"initclimb_median_alt","23.366141102303573","0","0","1","0","0"
"initclimb_min_gs","22.19412707123729","0","0","1","0","0"
"is_week_day","20.18317837395398","0","0","1","0","0"
"ades_tz","19.969709430981766","0","0","1","0","0"
"openap_fuel_c3","19.287522714133956","0","0","1","0","0"
"Seats Premium_Economy_Class","19.226624066789554","0","0","1","0","0"
"runway_adep_le_displaced_threshold_ft","19.163632194854927","0","0","1","0","0"
"adep_tz","18.699690012530482","0","0","1","0","0"
"country_code_adep","18.02999011802558","0","0","1","0","0"
"day_of_week","17.69811693503607","0","0","1","0","0"
"lowest_cruise_speed","16.761974630283476","0","0","1","0","0"
"openap_fuel.fuel_coef","16.222410489493996","0","0","1","0","0"
"min_headwind","14.722642036658726","0","0","1","0","0"
"openap_cruise.height","14.01098323087217","0","0","1","0","0"
"openap_ei_hc_idl","13.015791227284353","0","0","1","0","0"
"openap_fuel_lto","12.805652406053923","0","0","1","0","0"
"is_flight_from_US","12.494718735292281","0","0","1","0","0"
"country_code_ades","12.138429344981432","0","0","1","0","0"
"openap_fuselage.height","11.350008962453558","0","0","1","0","0"
"day","11.052541522077718","0","0","1","0","0"
"Fuel Capacity","10.59438123893051","0","0","1","0","0"
"highest_cruise_speed","9.661883774614125","0","0","1","0","0"
"openap_flaps.type","9.410668071133387","0","0","1","0","0"
"month","9.106634950819625","0","0","1","0","0"
"adep_region","9.054555588716084","0","0","1","0","0"
"initclimb_mean_alt","8.83001330056777","0","0","1","0","0"
"openap_fuel_a","8.7152299695681","0","0","1","0","0"
"openap_fuel_c2","8.58088771159646","0","0","1","0","0"
"openap_max_thrust","8.462683058793118","0","0","1","0","0"
"Range(nm)","7.959277940137326","0","0","1","0","0"
"Fuel Flow","7.817776800491174","0","0","1","0","0"
"ades_skyc1","7.724515759783571","0","0","1","0","0"
"openap_ei_co_co","7.154247928428958","0","0","1","0","0"
"fuel_price_ades","7.1426662747480805","0","0","1","0","0"
"openap_fuel_b","6.368816156876164","0","0","1","0","0"
"openap_ei_hc_to","6.173531535111124","0","0","1","0","0"
"Seats First_Class","6.148555080175356","0","0","1","0","0"
"ades_wxcodes","5.884919867415647","0","0","1","0","0"
"Seats Business_Class","5.610445878916835","0","0","1","0","0"
"cruise_speed_std","5.439325506812565","0","0","1","0","0"
"ades_sknt","5.411251564938993","0","0","1","0","0"
"openap_ff_to","5.392988040034652","0","0","1","0","0"
"openap_drag.cd0","5.341386468036035","0","0","1","0","0"
"Seats Economy_Class","5.047514234189748","0","0","1","0","0"
"ades_alti","5.010100766066898","0","0","1","0","0"
"openap_ff_co","4.833186035115432","0","0","1","0","0"
"stats_PAS_PAS_CRD_TOTAL_x","4.753430910936913","0","0","1","0","0"
"std_headwind","4.73020165878097","0","0","1","0","0"
"openap_ff_app","4.719938012357488","0","0","1","0","0"
"openap_drag.k","4.459713472575004","0","0","1","0","0"
"max_headwind","4.436905290342565","0","0","1","0","0"
"Cargo Capacity","4.418253167030343","0","0","1","0","0"
"stats_PAS_PAS_TRS_TOTAL_y","4.134463787714594","0","0","1","0","0"
"ades_lon_y","4.0538312233652505","0","0","1","0","0"
"has_takeoff_trajectory","3.484558910031865","0","0","1","0","0"
"stats_PAS_PAS_TRS_TOTAL_x","3.3185315672581055","0","0","1","0","0"
"stats_PAS_PAS_CRD_TOTAL_y","3.313935137617136","0","0","1","0","0"
"stats_MOVE_ACM_TOTAL_x","3.183927268804837","0","0","1","0","0"
"stats_MOVE_CACM_TOTAL_x","3.0519013774942323","0","0","1","0","0"
"Quantity_Kerosene-type Jet Fuel - Production_y","3.0485349449159003","0","0","1","0","0"
"ades_tmpf","3.020629810856917","0","0","1","0","0"
"Quantity_Kerosene-type Jet Fuel - Exports_x","2.993131518892824","0","0","1","0","0"
"initclimb_median_climb","2.8941229937317985","0","0","1","0","0"
"ades_elevation_y","2.700813867769284","0","0","1","0","0"
"ades_relh","2.5599953893643033","0","0","1","0","0"
"Quantity_Kerosene-type Jet Fuel - Consumption by domestic aviation_x","2.503726739065314","0","0","1","0","0"
"ades_skyc2","2.446467441574441","0","0","1","0","0"
"stats_MOVE_ACM_TOTAL_y","2.430265639521167","0","0","1","0","0"
"ades_drct","2.3913371951039153","0","0","1","0","0"
"adep_continent","2.3058778524359695","0","0","1","0","0"
"Seats Total","2.235439771297024","0","0","1","0","0"
"stats_PAS_PAS_TRF_TOTAL_x","2.1827948474997356","0","0","1","0","0"
"initclimb_max_gs","2.1063754148517546","0","0","1","0","0"
"has_landing_trajectory","2.0695051772268016","0","0","1","0","0"
"stats_MOVE_CACM_LIC_EU_y","2.04862427995522","0","0","1","0","0"
"stats_MOVE_CACM_TOTAL_y","1.998975205350689","0","0","1","0","0"
"Quantity_Kerosene-type Jet Fuel - Production_x","1.9341312472852223","0","0","1","0","0"
"runway_ades_le_displaced_threshold_ft","1.9092611040714473","0","0","1","0","0"
"openap_fuel.engine","1.7827855334944616","0","0","1","0","0"
"Cruising Speed(mach)","1.776818977957646","0","0","1","0","0"
"runway_adep_le_elevation_ft","1.73560891004945","0","0","1","0","0"
"openap_flaps.bf/b","1.6159082585727447","0","0","1","0","0"
"initclimb_median_gs","1.6051066699424155","0","0","1","0","0"
"runway_ades_he_displaced_threshold_ft","1.5812626006204482","0","0","1","0","0"
"adep_lon","1.553244086437644","0","0","1","0","0"
"Quantity_Kerosene-type Jet Fuel - Stock changes_x","1.5464379558729888","0","0","1","0","0"
"ades_skyl1","1.5453131268363904","0","0","1","0","0"
"stats_T_FRM_LD_NLD_TOTAL_x","1.5420416539086546","0","0","1","0","0"
"openap_flaps.Sf/S","1.5373140248834716","0","0","1","0","0"
"taxiout_time","1.4905039429781937","0","0","1","0","0"
"openap_ei_co_to","1.4822729508555312","0","0","1","0","0"
"adep_lat","1.448550058285491","0","0","1","0","0"
"ades_lat_y","1.442877419670367","0","0","1","0","0"
"openap_type","1.4367014388903954","0","0","1","0","0"
"openap_ei_nox_app","1.344480936688342","0","0","1","0","0"
"initclimb_mean_climb","1.332227480167603","0","0","1","0","0"
"ades_lon_x","1.3272954779549764","0","0","1","0","0"
"stats_PAS_PAS_TRF_LIC_EU_x","1.313169513009143","0","0","1","0","0"
"ades_skyl2","1.3005593270650024","0","0","1","0","0"
"stats_PAS_PAS_TRF_TOTAL_y","1.2660777961368694","0","0","1","0","0"
"runway_adep_he_elevation_ft","1.2258054446124333","0","0","1","0","0"
"openap_cruise_thrust","1.2043142909587914","0","0","1","0","0"
"ades_dwpf","1.1533390463409887","0","0","1","0","0"
"Quantity_Kerosene-type Jet Fuel - Imports_y","1.1456860783159755","0","0","1","0","0"
"initclimb_mean_gs","1.109794343500198","0","0","1","0","0"
"initclimb_max_alt","1.012483190045259","0","0","1","0","0"
"Quantity_Kerosene-type Jet Fuel - Final consumption_x","0.9847427185823108","0","0","1","0","0"
"openap_ei_nox_to","0.924314788648644","0","0","1","0","0"
"is_flight_to_US","0.9055379936917234","0","0","1","0","0"
"ades_continent","0.9035625735136819","0","0","1","0","0"
"openap_manufacturer","0.9013868623119379","0","0","1","0","0"
"ades_feel","0.8610340139998698","0","0","1","0","0"
"quarter","0.8413694152864082","0","0","1","0","0"
"openap_ei_nox_co","0.8030784271513767","0","0","1","0","0"
"fuel_price_adep","0.7506400695310731","0","0","1","0","0"
"openap_ei_nox_idl","0.7262739771185807","0","0","1","0","0"
"openap_fuel_c1","0.7086306967021301","0","0","1","0","0"
"stats_T_FRM_LD_NLD_TOTAL_y","0.6895679843382823","0","0","1","0","0"
"Quantity_Kerosene-type Jet Fuel - Consumption by other_x","0.6750509963458171","0","0","1","0","0"
"openap_ei_hc_app","0.6695215441759501","0","0","1","0","0"
"runway_adep_he_displaced_threshold_ft","0.6678651923184589","0","0","1","0","0"
"ades_lat_x","0.6448093237841022","0","0","1","0","0"
"stats_MOVE_ACM_UNK_x","0.5986414282933765","0","0","1","0","0"
"runway_ades_he_elevation_ft","0.5968820151315413","0","0","1","0","0"
"ades_p01i","0.5469759831894407","0","0","1","0","0"
"openap_engine.number","0.5262512045637777","0","0","1","0","0"
"stats_T_FRM_LD_NLD_LIC_NEU_y","0.5235748844734189","0","0","1","0","0"
"stats_MOVE_ACM_LIC_NEU_x","0.510786897131311","0","0","1","0","0"
"Quantity_Kerosene-type Jet Fuel - Transfers and recycled products_x","0.49360243109686053","0","0","1","0","0"
"stats_PAS_PAS_CRD_UNK_x","0.4686413924664521","0","0","1","0","0"
"openap_drag.gears","0.4503756329609132","0","0","1","0","0"
